,FullClassPath,Project_x,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Project_y,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
649,net.sourceforge.ganttproject.action.ArtefactPropertiesAction,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ArtefactPropertiesAction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/ArtefactPropertiesAction.java,ganttproject-2.8.11,ArtefactPropertiesAction,27,0,0,0,0,False,False,3,False,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
650,net.sourceforge.ganttproject.action.GPAction,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,GPAction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/GPAction.java,ganttproject-2.8.11,GPAction,345,10,24,1,12,False,False,3,False,False,26,14,17,22,0.0,True,False,False,True,False,public,0,0,0,True,Structurer
651,net.sourceforge.ganttproject.action.edit.EditMenu,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EditMenu,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/edit/EditMenu.java,ganttproject-2.8.11,EditMenu,70,2,3,0,2,False,False,2,False,False,0,1,9,4,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
652,net.sourceforge.ganttproject.action.project.OpenMRUDocumentAction,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OpenMRUDocumentAction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/project/OpenMRUDocumentAction.java,ganttproject-2.8.11,OpenMRUDocumentAction,74,4,2,0,1,False,False,6,False,False,1,1,8,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
653,net.sourceforge.ganttproject.action.project.ProjectPreviewAction,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ProjectPreviewAction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/project/ProjectPreviewAction.java,ganttproject-2.8.11,ProjectPreviewAction,78,2,2,0,1,False,False,3,False,False,2,1,7,4,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
654,net.sourceforge.ganttproject.action.resource.ResourceActionSet,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ResourceActionSet,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/resource/ResourceActionSet.java,ganttproject-2.8.11,ResourceActionSet,96,8,8,0,8,False,False,3,False,False,1,0,7,2,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
655,net.sourceforge.ganttproject.action.resource.ResourceDeleteAction,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ResourceDeleteAction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/resource/ResourceDeleteAction.java,ganttproject-2.8.11,ResourceDeleteAction,77,2,3,0,0,False,False,3,False,False,1,2,7,3,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
656,net.sourceforge.ganttproject.action.scroll.ScrollTimeIntervalAction,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ScrollTimeIntervalAction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/scroll/ScrollTimeIntervalAction.java,ganttproject-2.8.11,ScrollTimeIntervalAction,54,4,2,0,0,False,False,4,False,False,0,1,6,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
657,net.sourceforge.ganttproject.action.task.TaskActionBase,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TaskActionBase,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/task/TaskActionBase.java,ganttproject-2.8.11,TaskActionBase,157,6,12,1,5,False,False,3,False,False,2,6,16,9,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
658,net.sourceforge.ganttproject.action.task.TaskDeleteAction,ganttproject-2.8.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TaskDeleteAction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/task/TaskDeleteAction.java,ganttproject-2.8.11,TaskDeleteAction,105,0,5,0,0,False,False,3,False,False,2,4,16,6,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
659,net.sourceforge.ganttproject.action.task.TaskMoveEnabledPredicate,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TaskMoveEnabledPredicate,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/task/TaskMoveEnabledPredicate.java,ganttproject-2.8.11,TaskMoveEnabledPredicate,100,3,2,0,1,False,False,4,False,False,3,1,11,8,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
660,net.sourceforge.ganttproject.action.view.ViewMenu,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ViewMenu,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/action/view/ViewMenu.java,ganttproject-2.8.11,ViewMenu,79,0,0,0,0,False,False,2,False,False,1,0,12,2,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
661,net.sourceforge.ganttproject.application.MainApplication,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MainApplication,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/application/MainApplication.java,ganttproject-2.8.11,MainApplication,50,1,1,0,0,False,False,2,False,False,1,1,5,5,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
662,net.sourceforge.ganttproject.calendar.CalendarEditorPanel,ganttproject-2.8.11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,CalendarEditorPanel,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/calendar/CalendarEditorPanel.java,ganttproject-2.8.11,CalendarEditorPanel,521,9,10,0,2,False,False,3,False,False,15,11,38,83,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
663,net.sourceforge.ganttproject.calendar.GPCalendarProvider,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GPCalendarProvider,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/calendar/GPCalendarProvider.java,ganttproject-2.8.11,GPCalendarProvider,148,2,4,0,2,False,False,4,True,False,5,1,23,11,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
664,net.sourceforge.ganttproject.chart.ChartModelBase,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,ChartModelBase,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/ChartModelBase.java,ganttproject-2.8.11,ChartModelBase,719,28,50,14,28,False,False,3,False,False,21,22,35,114,0.0,True,False,False,True,False,public,0,0,0,True,Interfacer
665,net.sourceforge.ganttproject.chart.ChartModelImpl,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ChartModelImpl,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/ChartModelImpl.java,ganttproject-2.8.11,ChartModelImpl,250,8,18,3,10,False,False,3,False,False,15,11,24,34,0.0,True,False,False,True,False,public,0,0,0,False,Structurer
666,net.sourceforge.ganttproject.chart.ChartModelResource,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChartModelResource,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/ChartModelResource.java,ganttproject-2.8.11,ChartModelResource,177,7,5,1,2,False,False,3,False,False,0,1,14,21,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
667,net.sourceforge.ganttproject.chart.ChartUIConfiguration,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ChartUIConfiguration,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/ChartUIConfiguration.java,ganttproject-2.8.11,ChartUIConfiguration,296,17,33,4,26,False,False,4,False,False,1,5,15,22,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
668,net.sourceforge.ganttproject.chart.DependencyInteractionRenderer,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DependencyInteractionRenderer,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/DependencyInteractionRenderer.java,ganttproject-2.8.11,DependencyInteractionRenderer,81,2,4,1,1,False,False,3,True,False,1,4,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
669,net.sourceforge.ganttproject.chart.ResourceLoadRenderer,ganttproject-2.8.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ResourceLoadRenderer,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/ResourceLoadRenderer.java,ganttproject-2.8.11,ResourceLoadRenderer,267,4,12,0,3,False,False,3,True,False,10,18,21,32,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
670,net.sourceforge.ganttproject.chart.SimpleRenderedImage,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SimpleRenderedImage,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/SimpleRenderedImage.java,ganttproject-2.8.11,SimpleRenderedImage,547,12,34,0,25,False,False,3,False,False,7,20,11,20,0.0,True,False,False,True,False,public,0,0,0,True,Structurer
671,net.sourceforge.ganttproject.chart.TaskRendererImpl2,ganttproject-2.8.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TaskRendererImpl2,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/TaskRendererImpl2.java,ganttproject-2.8.11,TaskRendererImpl2,671,9,18,0,6,False,False,3,False,False,32,24,32,122,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
672,net.sourceforge.ganttproject.chart.export.ChartImageBuilder,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ChartImageBuilder,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/export/ChartImageBuilder.java,ganttproject-2.8.11,ChartImageBuilder,70,4,1,0,0,False,False,3,True,False,1,1,6,17,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
673,net.sourceforge.ganttproject.chart.export.RenderedChartImage,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RenderedChartImage,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/export/RenderedChartImage.java,ganttproject-2.8.11,RenderedChartImage,104,7,4,0,3,False,False,3,False,False,1,9,10,8,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
674,net.sourceforge.ganttproject.chart.gantt.ClipboardContents,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ClipboardContents,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/gantt/ClipboardContents.java,ganttproject-2.8.11,ClipboardContents,205,10,14,0,8,False,False,2,False,False,4,3,19,23,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
675,net.sourceforge.ganttproject.chart.gantt.ClipboardTaskProcessor,ganttproject-2.8.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ClipboardTaskProcessor,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/gantt/ClipboardTaskProcessor.java,ganttproject-2.8.11,ClipboardTaskProcessor,190,4,10,3,0,False,False,3,True,False,9,21,16,44,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
676,net.sourceforge.ganttproject.chart.gantt.GanttChartController,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GanttChartController,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/gantt/GanttChartController.java,ganttproject-2.8.11,GanttChartController,251,9,18,0,6,False,False,3,True,True,5,22,47,23,0.0,True,False,False,True,False,public,0,0,0,False,Controller
677,net.sourceforge.ganttproject.chart.gantt.MouseListenerImpl,ganttproject-2.8.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MouseListenerImpl,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/gantt/MouseListenerImpl.java,ganttproject-2.8.11,MouseListenerImpl,170,6,7,0,2,False,False,3,False,False,14,9,19,16,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
678,net.sourceforge.ganttproject.chart.gantt.MouseMotionListenerImpl,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MouseMotionListenerImpl,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/gantt/MouseMotionListenerImpl.java,ganttproject-2.8.11,MouseMotionListenerImpl,107,2,2,0,0,False,False,4,False,False,4,2,18,18,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
679,net.sourceforge.ganttproject.chart.item.TaskNotesChartItem,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TaskNotesChartItem,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/item/TaskNotesChartItem.java,ganttproject-2.8.11,TaskNotesChartItem,34,0,0,0,0,False,False,4,False,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
680,net.sourceforge.ganttproject.chart.item.TaskProgressChartItem,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TaskProgressChartItem,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/item/TaskProgressChartItem.java,ganttproject-2.8.11,TaskProgressChartItem,15,0,0,0,0,False,False,4,False,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
681,net.sourceforge.ganttproject.chart.item.TaskRegularAreaChartItem,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TaskRegularAreaChartItem,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/item/TaskRegularAreaChartItem.java,ganttproject-2.8.11,TaskRegularAreaChartItem,18,0,0,0,0,False,False,5,False,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
682,net.sourceforge.ganttproject.chart.item.TimelineLabelChartItem,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TimelineLabelChartItem,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/item/TimelineLabelChartItem.java,ganttproject-2.8.11,TimelineLabelChartItem,32,0,0,0,0,False,False,4,False,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
683,net.sourceforge.ganttproject.chart.mouse.ChangeTaskBoundaryInteraction,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChangeTaskBoundaryInteraction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/mouse/ChangeTaskBoundaryInteraction.java,ganttproject-2.8.11,ChangeTaskBoundaryInteraction,95,4,5,0,1,False,False,4,False,False,3,4,11,7,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
684,net.sourceforge.ganttproject.chart.mouse.ChangeTaskProgressInteraction,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChangeTaskProgressInteraction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/mouse/ChangeTaskProgressInteraction.java,ganttproject-2.8.11,ChangeTaskProgressInteraction,98,7,5,0,1,False,False,4,False,False,3,3,9,11,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
685,net.sourceforge.ganttproject.chart.mouse.ChangeTaskStartInteraction,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChangeTaskStartInteraction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/mouse/ChangeTaskStartInteraction.java,ganttproject-2.8.11,ChangeTaskStartInteraction,61,1,3,0,1,False,False,4,False,False,1,1,7,7,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
686,net.sourceforge.ganttproject.chart.mouse.DrawDependencyInteraction,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DrawDependencyInteraction,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/mouse/DrawDependencyInteraction.java,ganttproject-2.8.11,DrawDependencyInteraction,115,9,3,0,0,False,False,3,False,False,3,2,13,9,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
687,net.sourceforge.ganttproject.chart.mouse.MoveTaskInteractions,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MoveTaskInteractions,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/mouse/MoveTaskInteractions.java,ganttproject-2.8.11,MoveTaskInteractions,92,4,3,0,0,False,False,3,False,False,1,1,9,10,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
688,net.sourceforge.ganttproject.chart.overview.GPToolbar,ganttproject-2.8.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GPToolbar,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/chart/overview/GPToolbar.java,ganttproject-2.8.11,GPToolbar,97,7,5,1,1,False,False,3,False,False,7,2,9,7,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
689,net.sourceforge.ganttproject.client.RssFeedChecker,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RssFeedChecker,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/client/RssFeedChecker.java,ganttproject-2.8.11,RssFeedChecker,246,12,10,1,3,False,False,3,True,False,11,2,27,31,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
690,net.sourceforge.ganttproject.client.RssParser,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,RssParser,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/client/RssParser.java,ganttproject-2.8.11,RssParser,147,1,5,0,1,False,False,2,True,False,13,12,13,12,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
691,net.sourceforge.ganttproject.document.AbstractURLDocument,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,AbstractURLDocument,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/AbstractURLDocument.java,ganttproject-2.8.11,AbstractURLDocument,15,0,0,0,0,False,False,5,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
692,net.sourceforge.ganttproject.document.DocumentCreator,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,DocumentCreator,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/DocumentCreator.java,ganttproject-2.8.11,DocumentCreator,408,18,25,0,15,False,False,2,True,False,11,11,35,45,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
693,net.sourceforge.ganttproject.document.NetworkOptionPageProvider,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NetworkOptionPageProvider,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java,ganttproject-2.8.11,NetworkOptionPageProvider,137,0,4,0,1,False,False,4,True,False,1,1,23,12,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
694,net.sourceforge.ganttproject.document.ProxyDocument,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ProxyDocument,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/ProxyDocument.java,ganttproject-2.8.11,ProxyDocument,482,8,25,0,16,False,False,2,False,False,13,1,41,56,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
695,net.sourceforge.ganttproject.document.webdav.FilesCellRenderer,ganttproject-2.8.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FilesCellRenderer,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/webdav/FilesCellRenderer.java,ganttproject-2.8.11,FilesCellRenderer,94,1,2,0,1,False,False,3,True,False,4,8,15,9,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
696,net.sourceforge.ganttproject.document.webdav.GanttURLChooser,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,GanttURLChooser,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/webdav/GanttURLChooser.java,ganttproject-2.8.11,GanttURLChooser,631,13,0,0,0,False,False,5,True,False,29,0,57,88,0.0,True,False,False,True,False,default,0,0,0,False,Structurer
697,net.sourceforge.ganttproject.document.webdav.HttpDocument,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,HttpDocument,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/webdav/HttpDocument.java,ganttproject-2.8.11,HttpDocument,243,8,17,0,10,False,False,2,False,False,13,1,12,19,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
698,net.sourceforge.ganttproject.document.webdav.MiltonResourceFactory,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MiltonResourceFactory,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/webdav/MiltonResourceFactory.java,ganttproject-2.8.11,MiltonResourceFactory,158,6,5,1,2,False,False,3,False,False,9,5,12,13,0.0,True,False,False,True,False,default,0,0,0,False,Interfacer
699,net.sourceforge.ganttproject.document.webdav.MiltonResourceImpl,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MiltonResourceImpl,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/webdav/MiltonResourceImpl.java,ganttproject-2.8.11,MiltonResourceImpl,325,6,21,0,10,False,False,3,False,False,10,3,25,30,0.0,True,False,False,True,False,public,0,0,0,False,Structurer
700,net.sourceforge.ganttproject.document.webdav.WebDavServerDescriptor,ganttproject-2.8.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,WebDavServerDescriptor,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/webdav/WebDavServerDescriptor.java,ganttproject-2.8.11,WebDavServerDescriptor,76,5,6,1,3,False,False,4,True,False,1,2,1,4,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
701,net.sourceforge.ganttproject.document.webdav.WebDavStorageImpl,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,WebDavStorageImpl,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/document/webdav/WebDavStorageImpl.java,ganttproject-2.8.11,WebDavStorageImpl,343,11,1,0,0,False,False,4,False,False,16,2,30,32,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
702,net.sourceforge.ganttproject.export.CommandLineExportApplication,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CommandLineExportApplication,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/CommandLineExportApplication.java,ganttproject-2.8.11,CommandLineExportApplication,154,2,3,0,2,False,False,4,False,False,7,1,17,14,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
703,net.sourceforge.ganttproject.export.ConsoleUIFacade,ganttproject-2.8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ConsoleUIFacade,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/ConsoleUIFacade.java,ganttproject-2.8.11,ConsoleUIFacade,258,1,40,6,23,False,False,4,False,False,0,28,18,10,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
704,net.sourceforge.ganttproject.export.DeprecatedProjectExportData,ganttproject-2.8.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DeprecatedProjectExportData,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/DeprecatedProjectExportData.java,ganttproject-2.8.11,DeprecatedProjectExportData,56,6,0,0,0,False,False,4,False,False,0,0,3,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
705,net.sourceforge.ganttproject.export.ExporterBase,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,ExporterBase,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/ExporterBase.java,ganttproject-2.8.11,ExporterBase,211,9,12,1,8,False,False,2,False,False,5,5,22,21,0.0,True,False,False,True,False,public,0,0,0,True,Interfacer
706,net.sourceforge.ganttproject.export.ExporterChooserPage,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ExporterChooserPage,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/ExporterChooserPage.java,ganttproject-2.8.11,ExporterChooserPage,100,3,3,1,2,False,False,3,False,False,5,1,10,12,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
707,net.sourceforge.ganttproject.export.ExporterToCSV,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ExporterToCSV,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/ExporterToCSV.java,ganttproject-2.8.11,ExporterToCSV,115,1,9,0,6,False,False,5,False,False,1,3,14,5,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
708,net.sourceforge.ganttproject.export.FileChooserPage,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileChooserPage,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/FileChooserPage.java,ganttproject-2.8.11,FileChooserPage,194,3,9,0,3,False,False,3,False,False,17,4,19,38,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
710,net.sourceforge.ganttproject.export.WebPublisher,ganttproject-2.8.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,WebPublisher,ganttproject-v2.8.11/ganttproject/src/net/sourceforge/ganttproject/export/WebPublisher.java,ganttproject-2.8.11,WebPublisher,189,0,2,0,0,False,False,2,True,False,14,4,16,43,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
