,FullClassPath,Project,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
10,com.amaze.filemanager.adapters.CompressedExplorerAdapter,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CompressedExplorerAdapter,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/CompressedExplorerAdapter.java,CompressedExplorerAdapter,381,12,9,0,3,False,False,3,True,False,23,11,35,32,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
11,com.amaze.filemanager.adapters.HiddenAdapter,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HiddenAdapter,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/HiddenAdapter.java,HiddenAdapter,174,8,5,0,2,False,False,2,True,False,4,6,23,12,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
12,com.amaze.filemanager.adapters.RecyclerAdapter,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,RecyclerAdapter,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/RecyclerAdapter.java,RecyclerAdapter,1132,16,24,2,7,False,False,2,True,False,101,37,59,94,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
13,com.amaze.filemanager.adapters.data.AppDataParcelable,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AppDataParcelable,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/AppDataParcelable.java,AppDataParcelable,125,4,2,0,0,False,False,3,False,False,1,2,3,8,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
14,com.amaze.filemanager.adapters.data.LayoutElementParcelable,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LayoutElementParcelable,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/LayoutElementParcelable.java,LayoutElementParcelable,273,15,7,1,1,False,False,3,False,False,5,3,11,21,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
15,com.amaze.filemanager.adapters.holders.EmptyViewHolder,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,EmptyViewHolder,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/EmptyViewHolder.java,EmptyViewHolder,36,0,0,0,0,False,False,3,True,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
16,com.amaze.filemanager.adapters.holders.SpecialViewHolder,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SpecialViewHolder,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/SpecialViewHolder.java,SpecialViewHolder,71,3,0,0,0,False,False,3,True,False,3,0,8,2,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
17,com.amaze.filemanager.asynchronous.asynctasks.CloudLoaderAsyncTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CloudLoaderAsyncTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/CloudLoaderAsyncTask.java,CloudLoaderAsyncTask,398,4,3,0,0,False,False,4,False,False,29,2,21,71,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
18,com.amaze.filemanager.asynchronous.asynctasks.DbViewerTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,DbViewerTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DbViewerTask.java,DbViewerTask,173,7,7,0,2,False,False,3,False,False,4,5,7,10,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
19,com.amaze.filemanager.asynchronous.asynctasks.DeleteTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DeleteTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DeleteTask.java,DeleteTask,188,5,5,0,0,False,False,2,False,False,8,6,31,18,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
20,com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GenerateHashesTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/GenerateHashesTask.java,GenerateHashesTask,214,5,5,0,2,False,False,3,False,False,7,2,18,25,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
21,com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LoadFilesListTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/LoadFilesListTask.java,LoadFilesListTask,502,7,14,0,0,False,False,4,False,False,39,12,39,50,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
22,com.amaze.filemanager.asynchronous.asynctasks.MoveFiles,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MoveFiles,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/MoveFiles.java,MoveFiles,250,8,4,0,1,False,False,2,False,False,13,4,28,31,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
23,com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PrepareCopyTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/PrepareCopyTask.java,PrepareCopyTask,440,16,11,0,0,False,False,3,False,False,26,22,28,38,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
24,com.amaze.filemanager.asynchronous.asynctasks.ReadFileTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ReadFileTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ReadFileTask.java,ReadFileTask,190,10,3,0,0,False,False,3,False,False,7,3,19,20,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
25,com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SearchAsyncTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/SearchAsyncTask.java,SearchAsyncTask,200,6,11,1,0,False,False,3,False,False,12,13,9,14,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
26,com.amaze.filemanager.asynchronous.asynctasks.WriteFileAbstraction,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,WriteFileAbstraction,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/WriteFileAbstraction.java,WriteFileAbstraction,180,11,3,0,0,False,False,3,False,False,11,4,21,17,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
27,com.amaze.filemanager.asynchronous.asynctasks.compress.ZipHelperTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZipHelperTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/compress/ZipHelperTask.java,ZipHelperTask,151,3,1,0,0,False,False,3,False,False,11,1,17,22,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
28,com.amaze.filemanager.asynchronous.asynctasks.ssh.SshAuthenticationTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SshAuthenticationTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ssh/SshAuthenticationTask.java,SshAuthenticationTask,204,7,2,0,0,False,False,3,False,False,4,2,22,23,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
29,com.amaze.filemanager.asynchronous.handlers.FileHandler,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileHandler,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/handlers/FileHandler.java,FileHandler,100,3,1,0,0,False,False,2,True,False,5,1,11,15,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
30,com.amaze.filemanager.asynchronous.loaders.AppListLoader,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AppListLoader,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/loaders/AppListLoader.java,AppListLoader,206,4,7,0,0,False,False,3,True,False,11,3,14,11,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
31,com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,ServiceWatcherUtil,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/management/ServiceWatcherUtil.java,ServiceWatcherUtil,269,8,4,0,0,False,False,3,False,False,13,4,13,20,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
32,com.amaze.filemanager.asynchronous.services.AbstractProgressiveService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AbstractProgressiveService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/AbstractProgressiveService.java,AbstractProgressiveService,352,1,13,0,2,False,False,3,False,False,12,16,18,25,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
33,com.amaze.filemanager.asynchronous.services.CopyService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CopyService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/CopyService.java,CopyService,534,22,15,1,9,False,False,2,False,False,19,6,40,47,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
34,com.amaze.filemanager.asynchronous.services.DecryptService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,DecryptService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/DecryptService.java,DecryptService,283,20,16,1,9,False,False,2,False,False,2,6,28,17,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
35,com.amaze.filemanager.asynchronous.services.EncryptService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,EncryptService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/EncryptService.java,EncryptService,269,21,15,1,9,False,False,2,False,False,2,6,27,15,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
36,com.amaze.filemanager.asynchronous.services.ExtractService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ExtractService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ExtractService.java,ExtractService,417,16,16,1,10,False,False,2,False,False,13,7,35,38,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
37,com.amaze.filemanager.asynchronous.services.ZipService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZipService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ZipService.java,ZipService,350,14,15,1,9,False,False,2,False,False,7,6,38,33,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
38,com.amaze.filemanager.asynchronous.services.ftp.FtpService,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,FtpService,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ftp/FtpService.java,FtpService,402,23,14,0,2,False,False,2,False,False,15,14,47,52,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
39,com.amaze.filemanager.crashreport.ErrorActivity,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ErrorActivity,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/crashreport/ErrorActivity.java,ErrorActivity,493,12,19,0,3,False,False,2,False,False,11,21,40,37,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
40,com.amaze.filemanager.database.UtilsHandler,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UtilsHandler,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/UtilsHandler.java,UtilsHandler,461,3,20,0,10,False,False,2,True,False,8,26,26,92,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
41,com.amaze.filemanager.database.models.OperationData,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OperationData,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/OperationData.java,OperationData,109,6,1,0,0,False,False,2,False,False,5,0,10,1,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
42,com.amaze.filemanager.database.models.utilities.OperationData,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OperationData,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/OperationData.java,OperationData,109,6,1,0,0,False,False,2,False,False,5,0,10,1,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
43,com.amaze.filemanager.database.models.utilities.Bookmark,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bookmark,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Bookmark.java,Bookmark,37,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
44,com.amaze.filemanager.database.models.utilities.Grid,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Grid,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Grid.java,Grid,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
45,com.amaze.filemanager.database.models.utilities.Hidden,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Hidden,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Hidden.java,Hidden,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
46,com.amaze.filemanager.database.models.utilities.History,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,History,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/History.java,History,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
47,com.amaze.filemanager.database.models.utilities.List,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,List,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/List.java,List,38,0,0,0,0,False,False,1,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
48,com.amaze.filemanager.database.models.utilities.OperationDataWithName,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OperationDataWithName,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/OperationDataWithName.java,OperationDataWithName,46,1,0,0,0,False,False,4,False,False,0,0,3,0,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
49,com.amaze.filemanager.database.models.utilities.SftpEntry,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SftpEntry,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/SftpEntry.java,SftpEntry,65,3,1,0,0,False,False,2,False,False,2,0,4,2,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
50,com.amaze.filemanager.database.models.utilities.SmbEntry,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SmbEntry,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/SmbEntry.java,SmbEntry,38,0,0,0,0,False,False,2,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
51,com.amaze.filemanager.exceptions.CloudPluginException,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CloudPluginException,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/exceptions/CloudPluginException.java,CloudPluginException,24,0,0,0,0,False,False,3,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
52,com.amaze.filemanager.exceptions.ShellNotRunningException,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ShellNotRunningException,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/exceptions/ShellNotRunningException.java,ShellNotRunningException,28,0,0,0,0,False,False,4,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
53,com.amaze.filemanager.filesystem.CustomFileObserver,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CustomFileObserver,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/CustomFileObserver.java,CustomFileObserver,234,13,8,0,1,False,False,3,True,False,10,2,16,17,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
54,com.amaze.filemanager.filesystem.EditableFileAbstraction,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,EditableFileAbstraction,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/EditableFileAbstraction.java,EditableFileAbstraction,108,4,0,0,0,False,False,3,False,False,5,0,8,10,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
55,com.amaze.filemanager.filesystem.FileUtil,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileUtil,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/FileUtil.java,FileUtil,1340,2,24,0,6,False,False,2,False,False,104,51,57,164,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
56,com.amaze.filemanager.filesystem.HybridFile,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,HybridFile,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/HybridFile.java,HybridFile,1298,4,32,2,11,False,False,2,False,False,48,13,53,150,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
57,com.amaze.filemanager.filesystem.MediaStoreHack,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MediaStoreHack,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/MediaStoreHack.java,MediaStoreHack,292,2,9,0,5,False,False,3,False,False,18,16,16,39,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
58,com.amaze.filemanager.filesystem.RootHelper,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RootHelper,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/RootHelper.java,RootHelper,201,4,5,0,1,False,False,2,True,False,15,6,9,23,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
59,com.amaze.filemanager.filesystem.StorageNaming,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,StorageNaming,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/StorageNaming.java,StorageNaming,49,0,1,0,1,False,False,2,False,False,1,2,3,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
60,com.amaze.filemanager.filesystem.cloud.CloudStreamServer,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CloudStreamServer,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/cloud/CloudStreamServer.java,CloudStreamServer,1096,7,3,0,0,False,False,3,True,False,75,2,24,112,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
61,com.amaze.filemanager.filesystem.cloud.CloudStreamer,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CloudStreamer,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/cloud/CloudStreamer.java,CloudStreamer,139,7,5,1,1,False,False,2,True,False,9,9,7,7,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
62,com.amaze.filemanager.filesystem.cloud.CloudUtil,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CloudUtil,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/cloud/CloudUtil.java,CloudUtil,373,1,6,0,2,False,False,2,False,False,9,16,36,48,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
63,com.amaze.filemanager.filesystem.compressed.CompressedHelper,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CompressedHelper,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/compressed/CompressedHelper.java,CompressedHelper,210,10,14,0,4,False,False,2,True,False,3,18,22,14,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
